"","id","name","p_val","log_fold_change","sig_rank"
"8425","AT2G25240","AtCCP3",0.00963904443535431,3.3295403103594,6.69689415238801
"8424","AT3G26700",NA,0.00963672080566483,6.8964204525403,6.69724197661228
"8422","AT1G15820","CP24",0.00963428508602162,3053.88950920638,6.69760666963233
"8418","AT4G31890",NA,0.00962460735242484,2.55072120998542,6.69905659926737
"8415","AT1G26330",NA,0.00962235059447451,1.41011483623579,6.69939491907119
"8416","AT2G39880","AtMYB25",0.00962235059447451,0.8830143166945,6.69939491907119
"8411","AT2G42650",NA,0.00959101823353171,1.65640137918938,6.70410029710529
"8410","AT1G51950","IAA18",0.00958515873636661,10.3744472417047,6.70498196061711
"8409","AT4G00460","ATROPGEF3",0.00958433532826931,1.85893014788666,6.705105899911
"8407","AT5G55090","MAPKKK15",0.00958382469352987,1.97504315270596,6.70518276594359
"8405","AT2G33360",NA,0.00957179917994934,4.22620269644337,6.70699415576838
"8403","AT4G08930","APRL6",0.00954808678925138,9.00043518880317,6.71057260451664
"8402","AT5G54390","AHL",0.00953538544219183,8.2142854402685,6.71249302789651
"8393","AT2G05910",NA,0.00949086391941008,3.44248783668343,6.71924486806686
"8394","AT3G20020","ATPRMT6",0.00949086391941008,2.69751625070457,6.71924486806686
"8390","AT4G35570","HMGB5",0.00947057929102448,10.7053687239427,6.72233161031714
"8387","AT1G58561",NA,0.00944185058202643,0.687806343048996,6.7267146322937
"8384","AT1G54960","ANP2",0.00943604350913557,1.43530032278622,6.72760221387303
"8385","AT3G07600",NA,0.00943604350913557,0.657846955176294,6.72760221387303
"8379","AT3G04680","CLPS3",0.00941953213350573,3.91323984162486,6.73012888145185
"8378","AT3G06780",NA,0.00940709155808348,5.14549993257713,6.73203553868087
"8374","AT5G12360","PANS2",0.00937402468534665,1.0287758579855,6.73711569067934
"8373","AT3G11070",NA,0.00937148494572808,5.35619675327663,6.73750661841056
"8371","AT1G10510","emb2004",0.00936373426908632,15.5965105921639,6.73870029148844
"8372","AT5G55740","CRR21",0.00936373426908632,7.4747230335181,6.73870029148844
"8369","AT3G25560","AtNIK2",0.00936308505315558,4.2002628045853,6.73880032135342
"8370","AT3G45070","AtSULT202B1",0.00936308505315558,6.26860310549629,6.73880032135342
"8368","AT1G08880","G-H2AX",0.00935922871299455,7.78728404927553,6.73939464136904
"8366","AT1G22882","AtSUN3",0.00934948619478582,12.9558151363782,6.74089720143747
"8363","AT1G11170",NA,0.00933044850850952,0.944747588223896,6.74383785251857
"8360","AT1G03620",NA,0.00931255761375609,1.93889705138183,6.74660683868872
"8358","AT1G73780",NA,0.00928707570504711,1.06440811529847,6.75055988934272
"8353","AT5G42130","AtMfl1",0.00926644434213014,14.2481697407137,6.75376842089466
"8352","AT3G19180","ARC6H",0.00925628236226314,6.34712826681613,6.75535141023144
"8351","AT4G04900","RIC10",0.00925148429180082,0.615754850273376,6.75609943701893
"8349","AT1G72890",NA,0.00923559746712019,1.42369974723069,6.75857898994383
"8348","AT4G03180",NA,0.00921479092636216,4.59914738208853,6.76183285162458
"8347","AT3G61890","ATHB-12",0.00920419366002758,13.8696239298074,6.76349294588256
"8345","AT2G47840","AtTic20-II",0.00920023608563013,6.2781160959514,6.76411340227529
"8344","AT1G56330","ATSAR1",0.00918891505421041,28.9929769745066,6.76588975375842
"8338","AT1G48860","EPSPS",0.00914901717145484,7.0107187284764,6.77216751372718
"8331","AT5G59740",NA,0.00910044773965148,1.32423981112156,6.77984675738546
"8329","AT2G31670","UP3",0.00909228573801987,33.065627429952,6.78114126104893
"8327","AT2G43110",NA,0.00908417095285692,4.2338248527119,6.78242942862629
"8326","AT3G03900","APK3",0.00908217326312696,3.31840986482689,6.78274672494568
